Date,Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts,Index Future Net,Index Call Net,Index Put Net,Index Net Long,Stock Future Net,Stock Call Net,Stock Put Net,Stock Net Long
10-02-2021,FII,76454,39075,679198,523492,248732,346224,182868,249764,38847,38372,64096,37267,1427827,1096562,37379,65864,96460,6783,155706,-25249,1105,129352
10-02-2021,Pro,25539,24697,187248,103154,315380,315388,448426,387336,132010,166673,303134,125931,1142238,1392678,842,-133046,-71948,-60256,84094,-171124,40742,-127772
10-02-2021,TOTAL,231687,231687,1633525,1633525,1622525,1831094,1622525,1831094,747586,433606,747586,433606,6500023,6500023,0,0,0,0,0,0,0,0
10-03-2021,Client,189299,158133,781066,197634,571786,624780,605171,751190,600875,173943,375771,259006,2941749,2346905,31166,-33385,-126410,124191,583432,225104,-85063,893599
10-03-2021,DII,635,51037,29233,823484,267,13210,0,0,0,0,12768,0,43345,887289,-50402,267,13210,-63345,-794251,-12768,0,-807019
10-03-2021,FII,78999,50842,636446,537606,183937,294820,109073,155441,38967,36354,50463,33944,1269523,937369,28157,74864,139379,-36358,98840,-11496,2410,84934
10-03-2021,Pro,21959,30880,200412,88433,177481,222964,219227,249143,106564,173239,307404,90586,902619,985673,-8921,-41746,-26179,-24488,111979,-200840,82653,-171514
10-03-2021,TOTAL,290892,290892,1647157,1647157,933471,1155774,933471,1155774,746406,383536,746406,383536,5157236,5157236,0,0,0,0,0,0,0,0
10-05-2021,Client,160347,115284,965031,261566,894916,1098620,957071,1220688,585997,237547,364181,279996,3942458,3198786,45063,-62155,-122068,104976,703465,221816,-42449,967730
10-05-2021,DII,3066,40240,38270,1086828,267,20494,0,0,0,0,35070,0,62097,1162138,-37174,267,20494,-57401,-1048558,-35070,0,-1083628
10-05-2021,FII,51739,49168,816640,582611,283562,337506,178044,200694,40410,43211,58966,43772,1573068,1113255,2571,105518,136812,-28723,234029,-18556,-561,216034
10-05-2021,Pro,12889,23349,212036,100972,358847,355446,402477,390684,138609,175501,306799,132491,1253328,1356772,-10460,-43630,-35238,-18852,111064,-168190,43010,-100136
10-05-2021,TOTAL,228041,228041,2031977,2031977,1537592,1812066,1537592,1812066,765016,456259,765016,456259,6830951,6830951,0,0,0,0,0,0,0,0
10-06-2020,Client,120270,137391,436926,233928,701354,874968,684999,891971,274173,195413,218690,158642,2603104,2325621,-17121,16355,-17003,16237,202998,55483,36771,221710
10-06-2020,DII,30916,17474,57198,907549,4584,70958,0,0,25,0,2552,0,163681,927575,13442,4584,70958,-52932,-850351,-2527,0,-852878
10-06-2020,FII,72461,56682,1070297,440346,228213,233876,157339,180112,20036,20684,24810,23771,1645567,883060,15779,70874,53764,32889,629951,-4774,-3087,628264
10-06-2020,Pro,23441,35541,124899,107497,226134,212018,317947,319737,108116,85482,156298,119166,780090,1056186,-12100,-91813,-107719,3806,17402,-48182,-33684,2904
10-06-2020,TOTAL,247088,247088,1689320,1689320,1160285,1391820,1160285,1391820,402350,301579,402350,301579,5192442,5192442,0,0,0,0,0,0,0,0
10-06-2021,Client,124370,154441,1069092,185467,619342,731129,686996,886794,900722,260460,520206,370542,3705115,2804446,-30071,-67654,-155665,57940,883625,380516,-110082,1374223
10-06-2021,DII,2170,40172,31889,1068240,267,58864,0,0,0,0,74038,0,93190,1182450,-38002,267,58864,-96599,-1036351,-74038,0,-1110389
10-06-2021,FII,98089,20869,700400,690837,191145,256765,89588,132956,63989,77506,116594,56703,1387894,1107547,77220,101557,123809,54968,9563,-52605,20803,-63845
10-06-2021,Pro,18766,27913,239808,96645,179765,212265,213935,239273,183855,237403,437728,148124,1071862,1163618,-9147,-34170,-27008,-16309,143163,-253873,89279,-199989
10-06-2021,TOTAL,243395,243395,2041189,2041189,990519,1259023,990519,1259023,1148566,575369,1148566,575369,6258061,6258061,0,0,0,0,0,0,0,0
10-07-2020,Client,141745,136660,470477,234247,610389,678815,601688,754907,357229,161728,242771,172120,2420383,2142393,5085,8701,-76092,89878,236230,114458,-10392,361080
10-07-2020,DII,16084,25738,32930,798237,267,41997,0,0,0,0,7930,0,91278,831905,-9654,267,41997,-51384,-765307,-7930,0,-773237
10-07-2020,FII,64829,48517,910228,432803,167303,252530,124624,163897,26886,23181,37827,21786,1444957,829454,16312,42679,88633,-29642,477425,-10941,1395,465089
10-07-2020,Pro,27166,38909,140114,88462,205047,225521,256694,280059,101249,111870,196836,102873,810967,963833,-11743,-51647,-54538,-8852,51652,-95587,8997,-52932
10-07-2020,TOTAL,249824,249824,1553749,1553749,983006,1198863,983006,1198863,485364,296779,485364,296779,4767585,4767585,0,0,0,0,0,0,0,0
10-08-2020,Client,101109,104152,543703,171212,601552,789059,578855,856254,381302,162138,247929,187605,2578863,2146007,-3043,22697,-67195,86849,372491,133373,-25467,531331
10-08-2020,DII,11635,37989,20252,763582,267,35721,0,0,0,0,5693,0,67875,807264,-26354,267,35721,-61808,-743330,-5693,0,-749023
10-08-2020,FII,64189,45071,802478,494197,148379,215135,99422,140376,17435,20174,22746,14139,1267790,815951,19118,48957,74759,-6684,308281,-5311,6035,296935
10-08-2020,Pro,30231,19952,154091,91533,182292,239879,254213,283164,87189,114721,209558,95289,808403,953709,10279,-71921,-43285,-18357,62558,-122369,19432,-79243
10-08-2020,TOTAL,207164,207164,1520524,1520524,932490,1279794,932490,1279794,485926,297033,485926,297033,4722931,4722931,0,0,0,0,0,0,0,0
10-09-2020,Client,112132,107861,585050,162764,513181,574543,514880,722170,524316,147684,309569,212295,2456906,2029539,4271,-1699,-147627,150199,422286,214747,-64611,701644
10-09-2020,DII,6934,29572,26983,728807,267,34391,0,0,98,0,2968,0,68673,761347,-22638,267,34391,-56762,-701824,-2870,0,-704694
10-09-2020,FII,67371,48025,686681,520366,159720,286348,97517,155139,26292,22166,35262,14334,1248578,870643,19346,62203,131209,-49660,166315,-8970,7832,149513
10-09-2020,Pro,21190,22169,183908,70685,158179,197492,218950,215465,80833,146918,283740,90139,788520,901148,-979,-60771,-17973,-43777,113223,-202907,56779,-146463
10-09-2020,TOTAL,207627,207627,1482622,1482622,831347,1092774,831347,1092774,631539,316768,631539,316768,4562677,4562677,0,0,0,0,0,0,0,0
10-11-2020,Client,114052,148930,615740,193731,672725,1222705,687332,1192939,364718,209973,270504,181838,3199913,2675274,-34878,-14607,29766,-79251,422009,94214,28135,488088
10-11-2020,DII,3393,35566,31295,771281,267,30396,0,0,0,18,2845,0,65369,809692,-32173,267,30396,-62302,-739986,-2845,18,-742849
10-11-2020,FII,112176,37032,776154,499629,224966,346959,143402,260211,19206,19802,25213,18256,1499263,983743,75144,81564,86748,69960,276525,-6007,1546,268972
10-11-2020,Pro,25681,33774,149254,107802,271551,298631,338775,445541,112840,98756,198202,128455,956713,1252549,-8093,-67224,-146910,71593,41452,-85362,-29699,-14211
10-11-2020,TOTAL,255302,255302,1572443,1572443,1169509,1898691,1169509,1898691,496764,328549,496764,328549,5721258,5721258,0,0,0,0,0,0,0,0
10-12-2020,Client,122348,138479,657100,187721,496261,725081,506399,820518,453548,181287,297196,221226,2635625,2171539,-16131,-10138,-95437,69168,469379,156352,-39939,665670
10-12-2020,DII,2221,45214,28922,740411,267,38260,0,0,373,0,2838,0,70043,788463,-42993,267,38260,-80986,-711489,-2465,0,-713954
10-12-2020,FII,97665,34718,739356,578448,174742,232185,106468,167720,16711,21343,24746,17579,1282002,929679,62947,68274,64465,66756,160908,-8035,3764,149109
10-12-2020,Pro,24177,28000,172406,91204,155587,206763,213990,214051,108052,142556,253904,106381,809541,907530,-3823,-58403,-7288,-54938,81202,-145852,36175,-100825
10-12-2020,TOTAL,246411,246411,1597784,1597784,826857,1202289,826857,1202289,578684,345186,578684,345186,4797211,4797211,0,0,0,0,0,0,0,0
11-01-2021,Client,142105,162384,693918,237177,856914,1182394,843138,1249448,495854,188458,318790,244011,3559643,3054948,-20279,13776,-67054,60551,456741,177064,-55553,689358
11-01-2021,DII,2137,43763,18472,742738,1115,27554,0,0,267,44,1115,0,49589,787616,-41626,1115,27554,-68065,-724266,-848,44,-725158
11-01-2021,FII,102855,27796,691147,513475,199917,284610,135829,185941,28422,28609,51781,28018,1335560,942840,75059,64088,98669,40478,177672,-23359,591,153722
11-01-2021,Pro,24004,37158,179925,90072,285193,355563,364172,414732,118014,150887,270871,95969,1113586,1272974,-13154,-78979,-59169,-32964,89853,-152857,54918,-117922
11-01-2021,TOTAL,271101,271101,1583462,1583462,1343139,1850121,1343139,1850121,642557,367998,642557,367998,6058378,6058378,0,0,0,0,0,0,0,0
11-02-2020,Client,178918,81772,791059,237842,586211,685377,608984,867484,322967,135719,231463,158917,2700251,2186462,97146,-22773,-182107,256480,553217,91504,-23198,667919
11-02-2020,DII,29283,20516,36440,1054830,4317,83777,0,0,3365,0,1237,38,157182,1076621,8767,4317,83777,-70693,-1018390,2128,-38,-1016224
11-02-2020,FII,36610,137933,983152,593183,187114,300354,88127,121081,17656,18808,18492,13842,1543694,972658,-101323,98987,179273,-181609,389969,-836,4966,384167
11-02-2020,Pro,15505,20095,172562,97358,152323,170407,232854,251350,58124,80993,150920,62723,649914,815300,-4590,-80531,-80943,-4178,75204,-92796,18270,-35862
11-02-2020,TOTAL,260316,260316,1983213,1983213,929965,1239915,929965,1239915,402112,235520,402112,235520,5051041,5051041,0,0,0,0,0,0,0,0
11-02-2021,Client,131402,128577,751539,211139,499202,687045,520622,755610,598735,240180,389853,276989,2908103,2282790,2825,-21420,-68565,49970,540400,208882,-36809,786091
11-02-2021,DII,837,42040,21574,800360,267,8653,0,0,0,216,6242,0,31547,848642,-41203,267,8653,-49589,-778786,-6242,216,-785244
11-02-2021,FII,78683,40805,685625,529371,186608,287666,122513,192822,41623,40308,67895,39771,1320513,993177,37878,64095,94844,7129,156254,-26272,537,129445
11-02-2021,Pro,26496,25996,187948,105816,171288,202625,214230,237557,133517,167915,309885,131859,889789,1025343,500,-42942,-34932,-7510,82132,-176368,36056,-130292
11-02-2021,TOTAL,237418,237418,1646686,1646686,857365,1185989,857365,1185989,773875,448619,773875,448619,5149952,5149952,0,0,0,0,0,0,0,0
11-03-2020,Client,225121,108989,677418,211922,838044,516506,731281,754700,278530,89258,189578,121124,2624877,2117594,116132,106763,-238194,461089,465496,88952,-31866,586314
11-03-2020,DII,47009,8037,41551,1024224,18651,75622,0,0,0,0,1982,0,182833,1034243,38972,18651,75622,-17999,-982673,-1982,0,-984655
11-03-2020,FII,49315,200114,953951,535006,227487,397352,154195,170454,22084,14976,21010,13007,1665165,1093786,-150799,73292,226898,-304405,418945,1074,1969,418050
11-03-2020,Pro,24339,28644,172743,74511,165191,171147,363897,235473,47438,84596,135482,54699,665454,892706,-4305,-198706,-64326,-138685,98232,-88044,29897,-19709
11-03-2020,TOTAL,345784,345784,1845663,1845663,1249373,1160627,1249373,1160627,348052,188830,348052,188830,5138329,5138329,0,0,0,0,0,0,0,0
11-05-2020,Client,84649,109697,397138,177302,544177,442827,501485,559573,238903,109878,176504,110227,1817572,1634788,-25048,42692,-116746,134390,219836,62399,-349,282584
11-05-2020,DII,21988,7121,51509,781487,4584,61450,0,0,0,0,891,0,139531,789499,14867,4584,61450,-41999,-729978,-891,0,-730869
11-05-2020,FII,56272,41659,1005006,545572,113610,185056,88117,104473,10127,14793,14408,9728,1384864,803957,14613,25493,80583,-40477,459434,-4281,5065,450088
11-05-2020,Pro,18532,22964,122622,71914,136678,141312,209447,166599,62390,64540,119617,69256,546074,659797,-4432,-72769,-25287,-51914,50708,-57227,-4716,-1803
11-05-2020,TOTAL,181441,181441,1576275,1576275,799049,830645,799049,830645,311420,189211,311420,189211,3888041,3888041,0,0,0,0,0,0,0,0
11-05-2021,Client,159236,105023,977116,276628,1058720,1154918,1060906,1269830,647587,235898,388072,295511,4233475,3395970,54213,-2186,-114912,166939,700488,259515,-59613,1019616
11-05-2021,DII,3162,38757,37194,1082481,267,20994,0,0,0,0,36548,0,61617,1157786,-35595,267,20994,-56322,-1045287,-36548,0,-1081835
11-05-2021,FII,46306,64593,812651,589888,283126,358047,195202,232779,44402,45786,64201,45522,1590318,1192185,-18287,87924,125268,-55631,222763,-19799,264,202700
11-05-2021,Pro,17140,17471,224908,102872,354984,379243,440989,410593,143428,196340,346596,136991,1316043,1455512,-331,-86005,-31350,-54986,122036,-203168,59349,-140481
11-05-2021,TOTAL,225844,225844,2051869,2051869,1697097,1913202,1697097,1913202,835417,478024,835417,478024,7201453,7201453,0,0,0,0,0,0,0,0
11-06-2020,Client,127835,133980,431954,234448,422820,513400,444833,629734,314267,182872,234164,162326,1993148,1839485,-6145,-22013,-116334,88176,197506,80103,20546,257063
11-06-2020,DII,32223,18104,56430,899903,4584,71099,0,0,76,65,2860,0,164477,920867,14119,4584,71099,-52396,-843473,-2784,65,-846322
11-06-2020,FII,63993,62078,1063117,448685,192431,227880,139561,145319,21840,24217,27071,25969,1593478,848683,1915,52870,82561,-27776,614432,-5231,-1752,610953
11-06-2020,Pro,24558,34447,126454,94919,146454,145591,181895,182917,103040,97029,175128,115888,643126,785194,-9889,-35441,-37326,-8004,31535,-72088,-18859,-21694
11-06-2020,TOTAL,248609,248609,1677955,1677955,766289,957970,766289,957970,439223,304183,439223,304183,4394229,4394229,0,0,0,0,0,0,0,0
11-06-2021,Client,138067,159653,1078604,202875,963271,966806,1023650,1163202,941422,276422,545334,385392,4364592,3480106,-21586,-60379,-196396,114431,875729,396088,-108970,1380787
11-06-2021,DII,1792,43167,32566,1066004,267,65454,0,0,0,0,78023,0,100079,1187194,-41375,267,65454,-106562,-1033438,-78023,0,-1111461
11-06-2021,FII,95213,19645,706405,695629,248933,293554,160453,163229,66933,82026,123658,57983,1493064,1220597,75568,88480,130325,33723,10776,-56725,24043,-69992
11-06-2021,Pro,20727,33334,247688,100755,330271,323164,358639,322547,194502,243108,455842,158181,1359460,1429298,-12607,-28368,617,-41592,146933,-261340,84927,-199334
11-06-2021,TOTAL,255799,255799,2065263,2065263,1542742,1648978,1542742,1648978,1202857,601556,1202857,601556,7317195,7317195,0,0,0,0,0,0,0,0
11-08-2020,Client,103229,109104,557572,167071,682618,857114,649410,912610,405348,168252,261129,196076,2774133,2295400,-5875,33208,-55496,82829,390501,144219,-27824,562544
11-08-2020,DII,10512,38379,20188,758083,922,36721,0,0,0,0,5861,0,68343,802323,-27867,922,36721,-63666,-737895,-5861,0,-743756
11-08-2020,FII,65030,44374,785257,503268,162826,222111,115095,144941,18624,21402,24816,14878,1275250,847372,20656,47731,77170,-8783,281989,-6192,6524,269273
11-08-2020,Pro,36028,22942,156342,90937,218479,239103,300340,297498,89994,120945,222160,99645,860891,1033522,13086,-81861,-58395,-10380,65405,-132166,21300,-88061
11-08-2020,TOTAL,214799,214799,1519359,1519359,1064845,1355049,1064845,1355049,513966,310599,513966,310599,4978617,4978617,0,0,0,0,0,0,0,0
11-09-2020,Client,126518,108057,598064,175806,678005,710248,666935,867727,552564,156136,325095,219566,2821535,2363186,18461,11070,-157479,187010,422258,227469,-63430,713157
11-09-2020,DII,6726,34757,26872,728988,267,34441,0,0,98,0,3168,0,68404,766913,-28031,267,34441,-62205,-702116,-3070,0,-705186
11-09-2020,FII,67226,53090,687430,522829,177411,324749,119683,186913,27133,23513,36573,14899,1307462,933987,14136,57728,137836,-65972,164601,-9440,8614,146547
11-09-2020,Pro,21054,25620,189809,74552,189533,234589,258598,249387,83682,149090,298641,94274,867757,1001072,-4566,-69065,-14798,-58833,115257,-214959,54816,-154518
11-09-2020,TOTAL,221524,221524,1502175,1502175,1045216,1304027,1045216,1304027,663477,328739,663477,328739,5065158,5065158,0,0,0,0,0,0,0,0
11-11-2020,Client,109101,154835,608104,182707,792577,1343324,791565,1293848,376279,220295,280549,186119,3449680,2889623,-45734,1012,49476,-94198,425397,95730,34176,486951
11-11-2020,DII,3518,38009,32009,765834,267,30396,0,0,0,18,3720,0,66208,807563,-34491,267,30396,-64620,-733825,-3720,18,-737563
11-11-2020,FII,118561,40580,780259,507820,243934,360029,157578,275486,20175,21049,26242,18946,1544007,1026652,77981,86356,84543,79794,272439,-6067,2103,264269
11-11-2020,Pro,33325,31081,146150,110161,302479,329859,390114,494274,117152,98134,203095,134431,1027099,1363156,2244,-87635,-164415,79024,35989,-85943,-36297,-13657
11-11-2020,TOTAL,264505,264505,1566522,1566522,1339257,2063608,1339257,2063608,513606,339496,513606,339496,6086994,6086994,0,0,0,0,0,0,0,0
11-12-2020,Client,122383,144341,656845,198434,755356,928369,733441,1038683,484406,189894,312459,233912,3137253,2661270,-21958,21915,-110314,110271,458411,171947,-44018,674376
11-12-2020,DII,2541,47033,28392,730954,267,39060,0,0,373,0,2888,0,70633,780875,-44492,267,39060,-83285,-702562,-2515,0,-705077
11-12-2020,FII,96104,29424,738679,583453,200901,261239,143369,192556,17876,21818,26511,18227,1336617,993540,66680,57532,68683,55529,155226,-8635,3591,143000
11-12-2020,Pro,29599,29829,180884,91959,225120,310376,304834,307805,113375,152322,274172,111895,1011676,1120494,-230,-79714,2571,-82515,88925,-160797,40427,-112299
11-12-2020,TOTAL,250627,250627,1604800,1604800,1181644,1539044,1181644,1539044,616030,364034,616030,364034,5556179,5556179,0,0,0,0,0,0,0,0
12-01-2021,Client,154396,165162,718330,247798,895812,1319883,896023,1362057,519115,195570,334377,255683,3803106,3261100,-10766,-211,-42174,31197,470532,184738,-60113,715383
12-01-2021,DII,3082,43778,18200,755134,832,32349,0,0,267,44,1315,0,54774,800227,-40696,832,32349,-72213,-736934,-1048,44,-738026
12-01-2021,FII,92504,28963,697133,522591,207160,284255,148469,196679,32304,30669,55527,29316,1344025,981545,63541,58691,87576,34656,174542,-23223,1353,149966
12-01-2021,Pro,22872,34951,187838,95978,306391,364309,365703,442060,129875,160333,290342,101617,1171618,1330651,-12079,-59312,-77751,6360,91860,-160467,58716,-127323
12-01-2021,TOTAL,272854,272854,1621501,1621501,1410195,2000796,1410195,2000796,681561,386616,681561,386616,6373523,6373523,0,0,0,0,0,0,0,0
12-02-2020,Client,169772,88017,794266,235163,564455,838823,605568,964338,331420,145587,239093,165453,2844323,2297632,81755,-41113,-125515,166157,559103,92327,-19866,671296
12-02-2020,DII,28952,23796,35979,1064432,4317,83777,0,0,3112,0,2142,0,156137,1090370,5156,4317,83777,-74304,-1028453,970,0,-1027483
12-02-2020,FII,38040,126444,984662,588180,193189,308921,86675,130749,18049,18887,18462,13769,1561748,964279,-88404,106514,178172,-160062,396482,-413,5118,390951
12-02-2020,Pro,20648,19155,177538,104670,175345,168282,245063,304716,61010,82299,153894,67551,685122,895049,1493,-69718,-136434,68209,72868,-92884,14748,-34764
12-02-2020,TOTAL,257412,257412,1992445,1992445,937306,1399803,937306,1399803,413591,246773,413591,246773,5247330,5247330,0,0,0,0,0,0,0,0
12-02-2021,Client,138110,130761,749361,215003,685134,867840,690626,945028,639451,243313,407523,285067,3323209,2674008,7349,-5492,-77188,79045,534358,231928,-41754,808040
12-02-2021,DII,823,41735,22313,801610,267,8653,0,0,0,216,6791,0,32272,850136,-40912,267,8653,-49298,-779297,-6791,216,-786304
12-02-2021,FII,78688,48156,686329,531784,204442,305364,160363,216548,43176,41058,71743,40131,1359057,1068725,30532,44079,88816,-14205,154545,-28567,927,125051
12-02-2021,Pro,29161,26130,192527,102133,251219,270873,290073,291154,135478,177959,332048,137348,1057217,1178886,3031,-38854,-20281,-15542,90394,-196570,40611,-146787
